,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
455,Mercedes-Benz,400-Class,1992,regular unleaded,282.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,Sedan,16,12,617,2497
457,Mercedes-Benz,400-Class,1993,regular unleaded,275.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,Sedan,17,13,617,2650
458,Mercedes-Benz,420-Class,1990,regular unleaded,201.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,Sedan,17,14,617,2000
459,Mercedes-Benz,420-Class,1991,regular unleaded,201.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,Sedan,17,14,617,2186
505,BMW,5 Series Gran Turismo,2015,premium unleaded (required),300.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Hatchback,Luxury",Large,4dr Hatchback,28,19,3916,60700
506,BMW,5 Series Gran Turismo,2015,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,4.0,"Hatchback,Luxury,Performance",Large,4dr Hatchback,24,16,3916,71400
507,BMW,5 Series Gran Turismo,2015,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Hatchback,Luxury",Large,4dr Hatchback,26,18,3916,63000
508,BMW,5 Series Gran Turismo,2015,premium unleaded (required),445.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Hatchback,Luxury,Performance",Large,4dr Hatchback,25,16,3916,69100
509,BMW,5 Series Gran Turismo,2016,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Hatchback,Luxury",Large,4dr Hatchback,26,18,3916,63200
510,BMW,5 Series Gran Turismo,2016,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,4.0,"Hatchback,Luxury,Performance",Large,4dr Hatchback,24,16,3916,72500
511,BMW,5 Series Gran Turismo,2016,premium unleaded (required),300.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Hatchback,Luxury",Large,4dr Hatchback,28,19,3916,60900
512,BMW,5 Series Gran Turismo,2017,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Hatchback,Luxury",Large,4dr Hatchback,26,18,3916,63200
513,BMW,5 Series Gran Turismo,2017,premium unleaded (required),300.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Hatchback,Luxury,Performance",Large,4dr Hatchback,27,19,3916,60900
514,BMW,5 Series Gran Turismo,2017,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,4.0,"Hatchback,Luxury,Performance",Large,4dr Hatchback,24,15,3916,72500
515,BMW,5 Series,2015,premium unleaded (required),443.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,25,16,3916,67200
516,BMW,5 Series,2015,premium unleaded (required),302.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,29,20,3916,57900
517,BMW,5 Series,2015,diesel,255.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Diesel,Luxury",Large,Sedan,38,26,3916,57100
518,BMW,5 Series,2015,premium unleaded (required),241.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Large,Sedan,33,22,3916,52250
519,BMW,5 Series,2015,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Large,Sedan,37,26,3916,59400
520,BMW,5 Series,2015,premium unleaded (required),443.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,25,17,3916,64900
521,BMW,5 Series,2015,premium unleaded (required),241.0,4.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,Sedan,34,23,3916,49950
522,BMW,5 Series,2015,premium unleaded (required),302.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,31,20,3916,55600
523,BMW,5 Series,2016,diesel,255.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Diesel,Luxury",Large,Sedan,38,26,3916,57350
524,BMW,5 Series,2016,premium unleaded (required),302.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,29,20,3916,58150
525,BMW,5 Series,2016,premium unleaded (required),302.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,31,20,3916,55850
526,BMW,5 Series,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Large,Sedan,34,22,3916,52500
527,BMW,5 Series,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,Sedan,34,23,3916,50200
528,BMW,5 Series,2016,premium unleaded (required),443.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,25,16,3916,68600
529,BMW,5 Series,2016,premium unleaded (required),443.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,25,17,3916,66300
530,BMW,5 Series,2016,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Large,Sedan,37,26,3916,59650
532,Mercedes-Benz,500-Class,1992,regular unleaded,322.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,Sedan,15,11,617,2427
535,Mercedes-Benz,500-Class,1993,regular unleaded,315.0,8.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Large,Coupe,16,12,617,3176
538,Mercedes-Benz,500-Class,1993,regular unleaded,315.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,Sedan,16,12,617,2692
600,Mercedes-Benz,560-Class,1990,regular unleaded,238.0,8.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Large,Coupe,16,12,617,2323
601,Mercedes-Benz,560-Class,1990,regular unleaded,238.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,Sedan,16,12,617,2170
602,Mercedes-Benz,560-Class,1991,regular unleaded,238.0,8.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Large,Coupe,16,12,617,2443
603,Mercedes-Benz,560-Class,1991,regular unleaded,238.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,Sedan,16,12,617,2304
611,Maybach,57,2010,premium unleaded (required),543.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury",Large,Sedan,16,10,67,366000
612,Maybach,57,2010,premium unleaded (required),631.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,High-Performance",Large,Sedan,16,10,67,455500
613,Maybach,57,2010,premium unleaded (required),604.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,High-Performance",Large,Sedan,16,10,67,405500
614,Maybach,57,2011,premium unleaded (required),543.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury",Large,Sedan,16,10,67,372500
615,Maybach,57,2011,premium unleaded (required),620.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,High-Performance",Large,Sedan,16,10,67,412000
616,Maybach,57,2012,premium unleaded (required),543.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury",Large,Sedan,16,10,67,379050
617,Maybach,57,2012,premium unleaded (required),620.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,Performance",Large,Sedan,16,10,67,418950
634,BMW,6 Series Gran Coupe,2015,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,24,16,3916,92600
635,BMW,6 Series Gran Coupe,2015,premium unleaded (required),315.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,29,20,3916,81300
636,BMW,6 Series Gran Coupe,2015,premium unleaded (required),315.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,31,20,3916,78300
637,BMW,6 Series Gran Coupe,2015,premium unleaded (required),445.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,25,17,3916,89600
638,BMW,6 Series Gran Coupe,2016,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,24,15,3916,93900
639,BMW,6 Series Gran Coupe,2016,premium unleaded (required),315.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,29,20,3916,82500
640,BMW,6 Series Gran Coupe,2016,premium unleaded (required),445.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,25,17,3916,90900
641,BMW,6 Series Gran Coupe,2016,premium unleaded (required),315.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,31,20,3916,79500
642,BMW,6 Series Gran Coupe,2017,premium unleaded (required),445.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,24,17,3916,91200
643,BMW,6 Series Gran Coupe,2017,premium unleaded (required),315.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,28,19,3916,82800
644,BMW,6 Series Gran Coupe,2017,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,24,15,3916,94200
645,BMW,6 Series Gran Coupe,2017,premium unleaded (required),315.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,29,20,3916,79800
670,Mercedes-Benz,600-Class,1992,regular unleaded,402.0,12.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,Sedan,14,10,617,2960
671,Mercedes-Benz,600-Class,1993,regular unleaded,389.0,12.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,Sedan,15,11,617,3108
673,Mercedes-Benz,600-Class,1993,regular unleaded,389.0,12.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Large,Coupe,15,11,617,3211
682,Ferrari,612 Scaglietti,2009,premium unleaded (required),532.0,12.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Large,Coupe,16,9,2774,313088
683,Ferrari,612 Scaglietti,2010,premium unleaded (required),532.0,12.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Large,Coupe,16,9,2774,313088
684,Ferrari,612 Scaglietti,2011,premium unleaded (required),532.0,12.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Large,Coupe,16,9,2774,313088
696,Maybach,62,2010,premium unleaded (required),604.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,High-Performance",Large,Sedan,16,10,67,456500
697,Maybach,62,2010,premium unleaded (required),543.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury",Large,Sedan,16,10,67,417000
698,Maybach,62,2010,premium unleaded (required),631.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,High-Performance",Large,Sedan,16,10,67,506500
699,Maybach,62,2011,premium unleaded (required),543.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury",Large,Sedan,16,10,67,423500
700,Maybach,62,2011,premium unleaded (required),620.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,High-Performance",Large,Sedan,16,10,67,463000
701,Maybach,62,2012,premium unleaded (required),620.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,Performance",Large,Sedan,16,10,67,470350
702,Maybach,62,2012,premium unleaded (required),543.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury",Large,Sedan,16,10,67,430450
720,BMW,7 Series,2015,premium unleaded (required),535.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,20,13,3916,141200
721,BMW,7 Series,2015,premium unleaded (required),315.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,29,19,3916,78000
722,BMW,7 Series,2015,premium unleaded (required),445.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,25,16,3916,91000
723,BMW,7 Series,2015,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,24,16,3916,94000
724,BMW,7 Series,2015,premium unleaded (required),315.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,28,19,3916,81000
725,BMW,7 Series,2015,premium unleaded (required),315.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,29,19,3916,74000
726,BMW,7 Series,2015,premium unleaded (required),445.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,25,17,3916,87300
727,BMW,7 Series,2015,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,24,16,3916,90300
728,BMW,7 Series,2015,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Large,Sedan,31,23,3916,82500
729,BMW,7 Series,2016,premium unleaded (required),445.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,25,17,3916,94400
730,BMW,7 Series,2016,premium unleaded (required),320.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,29,21,3916,81300
731,BMW,7 Series,2016,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,25,16,3916,97400
732,BMW,7 Series,2017,premium unleaded (required),445.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,26,17,3916,94600
733,BMW,7 Series,2017,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,25,16,3916,97600
734,BMW,7 Series,2017,premium unleaded (required),320.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,28,19,3916,84500
735,BMW,7 Series,2017,premium unleaded (required),320.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,29,21,3916,81500
865,Saab,9-5,2010,premium unleaded (recommended),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,27,16,376,49165
866,Saab,9-5,2011,premium unleaded (recommended),220.0,4.0,MANUAL,front wheel drive,4.0,Luxury,Large,Sedan,33,20,376,38525
867,Saab,9-5,2011,premium unleaded (recommended),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,27,17,376,49565
868,Saab,9-5,2011,premium unleaded (recommended),220.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,28,18,376,43435
869,Saab,9-5,2011,premium unleaded (recommended),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,27,17,376,48030
1121,Audi,A7,2015,premium unleaded (required),310.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,28,18,3105,65900
1122,Audi,A7,2015,premium unleaded (required),310.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,28,18,3105,69750
1123,Audi,A7,2015,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Large,Sedan,38,24,3105,68300
1124,Audi,A7,2015,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Large,Sedan,38,24,3105,72150
1125,Audi,A7,2016,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Large,Sedan,38,25,3105,70400
1126,Audi,A7,2016,premium unleaded (required),333.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,30,20,3105,68300
1127,Audi,A7,2016,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Large,Sedan,35,24,3105,73050
1128,Audi,A7,2016,premium unleaded (required),333.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,30,20,3105,70950
1129,Audi,A7,2017,premium unleaded (required),333.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,29,21,3105,68800
1130,Audi,A7,2017,premium unleaded (required),333.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,29,21,3105,71350
1131,Audi,A8,2016,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Large,Sedan,36,24,3105,85200
1132,Audi,A8,2016,premium unleaded (required),500.0,12.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,22,14,3105,137900
1133,Audi,A8,2016,premium unleaded (required),450.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,29,18,3105,90500
1134,Audi,A8,2016,premium unleaded (required),333.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,28,18,3105,81500
1135,Audi,A8,2017,premium unleaded (required),450.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,29,18,3105,91500
1136,Audi,A8,2017,premium unleaded (required),333.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,29,19,3105,82500
1292,BMW,ActiveHybrid 5,2014,premium unleaded (required),335.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance,Hybrid",Large,Sedan,30,23,3916,61400
1293,BMW,ActiveHybrid 5,2015,premium unleaded (required),335.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance,Hybrid",Large,Sedan,30,23,3916,61900
1294,BMW,ActiveHybrid 5,2016,premium unleaded (required),335.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance,Hybrid",Large,Sedan,30,23,3916,62100
1295,BMW,ActiveHybrid 7,2013,premium unleaded (required),350.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance,Hybrid",Large,Sedan,30,22,3916,84300
1296,BMW,ActiveHybrid 7,2014,premium unleaded (required),350.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance,Hybrid",Large,Sedan,30,22,3916,84300
1297,BMW,ActiveHybrid 7,2015,premium unleaded (required),335.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance,Hybrid",Large,Sedan,30,22,3916,84300
1333,Ford,Aerostar,1995,regular unleaded,155.0,6.0,AUTOMATIC,all wheel drive,3.0,,Large,Passenger Minivan,18,14,5657,2000
1334,Ford,Aerostar,1995,regular unleaded,135.0,6.0,AUTOMATIC,rear wheel drive,3.0,,Large,Passenger Minivan,22,15,5657,2000
1336,Ford,Aerostar,1996,regular unleaded,155.0,6.0,AUTOMATIC,all wheel drive,3.0,,Large,Passenger Minivan,19,13,5657,2000
1337,Ford,Aerostar,1996,regular unleaded,140.0,6.0,AUTOMATIC,rear wheel drive,3.0,,Large,Passenger Minivan,21,15,5657,2000
1340,Ford,Aerostar,1997,regular unleaded,140.0,6.0,AUTOMATIC,rear wheel drive,3.0,,Large,Passenger Minivan,22,15,5657,2000
1341,Ford,Aerostar,1997,regular unleaded,152.0,6.0,AUTOMATIC,all wheel drive,3.0,,Large,Passenger Minivan,17,13,5657,2000
1386,BMW,ALPINA B6 Gran Coupe,2015,premium unleaded (required),540.0,8.0,AUTOMATIC,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,24,16,3916,117300
1387,BMW,ALPINA B6 Gran Coupe,2016,premium unleaded (required),600.0,8.0,AUTOMATIC,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,24,15,3916,122200
1388,BMW,ALPINA B6 Gran Coupe,2017,premium unleaded (required),600.0,8.0,AUTOMATIC,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,24,15,3916,122500
1389,BMW,ALPINA B7,2014,premium unleaded (required),540.0,8.0,AUTOMATIC,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,24,16,3916,135200
1390,BMW,ALPINA B7,2014,premium unleaded (required),540.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,25,16,3916,132200
1391,BMW,ALPINA B7,2014,premium unleaded (required),540.0,8.0,AUTOMATIC,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,24,16,3916,131300
1392,BMW,ALPINA B7,2014,premium unleaded (required),540.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,25,16,3916,128300
1393,BMW,ALPINA B7,2015,premium unleaded (required),540.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,25,16,3916,132200
